locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOFMHOMA_00309	CDS	312	atl		COG3695	DNA base-flipping protein
OOFMHOMA_00310	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
OOFMHOMA_00311	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
OOFMHOMA_00312	CDS	1287	amtB			Ammonia channel
OOFMHOMA_00313	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
OOFMHOMA_00314	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
OOFMHOMA_00315	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
OOFMHOMA_00316	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
OOFMHOMA_00317	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
OOFMHOMA_00318	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
OOFMHOMA_00319	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
OOFMHOMA_00320	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
OOFMHOMA_00321	CDS	372			COG1555	putative protein
OOFMHOMA_00322	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
OOFMHOMA_00323	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
OOFMHOMA_00324	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
OOFMHOMA_00325	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OOFMHOMA_00326	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
OOFMHOMA_00327	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
OOFMHOMA_00328	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
OOFMHOMA_00329	CDS	579				hypothetical protein
OOFMHOMA_00330	CDS	1476	ampG_1		COG0477	Anhydromuropeptide permease
OOFMHOMA_00331	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
OOFMHOMA_00332	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
OOFMHOMA_00333	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
OOFMHOMA_00334	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
OOFMHOMA_00335	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
OOFMHOMA_00336	CDS	312				hypothetical protein
OOFMHOMA_00337	CDS	543				hypothetical protein
OOFMHOMA_00338	CDS	972				hypothetical protein
OOFMHOMA_00339	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
OOFMHOMA_00340	CDS	492				hypothetical protein
OOFMHOMA_00341	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
OOFMHOMA_00342	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
OOFMHOMA_00343	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
OOFMHOMA_00344	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
OOFMHOMA_00345	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
OOFMHOMA_00346	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OOFMHOMA_00347	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
OOFMHOMA_00348	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
OOFMHOMA_00349	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
OOFMHOMA_00350	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
OOFMHOMA_00351	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OOFMHOMA_00352	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
OOFMHOMA_00353	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
OOFMHOMA_00354	CDS	114	yajI_1			putative lipoprotein YajI
OOFMHOMA_00355	CDS	423	yajI_2			putative lipoprotein YajI
OOFMHOMA_00356	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
OOFMHOMA_00357	CDS	348				hypothetical protein
OOFMHOMA_00358	CDS	972	secF		COG0341	Protein translocase subunit SecF
OOFMHOMA_00359	CDS	1815	secD		COG0342	Protein translocase subunit SecD
OOFMHOMA_00360	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
OOFMHOMA_00361	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
OOFMHOMA_00362	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OOFMHOMA_00363	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
OOFMHOMA_00364	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
OOFMHOMA_00365	CDS	1374	proY		COG1113	Proline-specific permease ProY
OOFMHOMA_00366	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
OOFMHOMA_00367	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
OOFMHOMA_00368	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
OOFMHOMA_00369	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
OOFMHOMA_00370	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
OOFMHOMA_00371	CDS	1269	araJ		COG2814	Putative transporter AraJ
OOFMHOMA_00372	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
OOFMHOMA_00373	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
OOFMHOMA_00374	CDS	363				hypothetical protein
OOFMHOMA_00375	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
OOFMHOMA_00376	CDS	678				hypothetical protein
OOFMHOMA_00377	CDS	192	yaiA			putative protein YaiA
OOFMHOMA_00378	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
OOFMHOMA_00379	CDS	459				hypothetical protein
OOFMHOMA_00380	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
OOFMHOMA_00381	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
OOFMHOMA_00382	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
OOFMHOMA_00383	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
OOFMHOMA_00384	CDS	261	iraP			Anti-adapter protein IraP
OOFMHOMA_00385	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
OOFMHOMA_00386	CDS	213				hypothetical protein
OOFMHOMA_00387	CDS	309	yaiY			Inner membrane protein YaiY
OOFMHOMA_00388	CDS	1095				hypothetical protein
OOFMHOMA_00389	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
OOFMHOMA_00390	CDS	102				hypothetical protein
OOFMHOMA_00391	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
OOFMHOMA_00392	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
OOFMHOMA_00393	CDS	2889				hypothetical protein
OOFMHOMA_00394	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
OOFMHOMA_00395	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
OOFMHOMA_00396	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OOFMHOMA_00397	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
OOFMHOMA_00398	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
OOFMHOMA_00399	CDS	672				hypothetical protein
OOFMHOMA_00400	CDS	1197				hypothetical protein
OOFMHOMA_00401	CDS	774				hypothetical protein
OOFMHOMA_00402	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
OOFMHOMA_00403	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
OOFMHOMA_00404	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
OOFMHOMA_00405	CDS	540				hypothetical protein
OOFMHOMA_00406	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
OOFMHOMA_00407	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
OOFMHOMA_00408	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
OOFMHOMA_00409	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
OOFMHOMA_00410	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
OOFMHOMA_00411	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
OOFMHOMA_00412	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
OOFMHOMA_00413	CDS	948				hypothetical protein
OOFMHOMA_00414	CDS	1092	lacI		COG1609	Lactose operon repressor
OOFMHOMA_00415	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
OOFMHOMA_00416	CDS	1254	lacY			Lactose permease
OOFMHOMA_00417	CDS	606	lacA_1	2.3.1.18	COG0110	Galactoside O-acetyltransferase
OOFMHOMA_00418	CDS	1182	yycB		COG2807	putative transporter YycB
OOFMHOMA_00419	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
OOFMHOMA_00420	CDS	660	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
OOFMHOMA_00421	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
OOFMHOMA_00422	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
OOFMHOMA_00423	CDS	1260	codB		COG1457	Cytosine permease
OOFMHOMA_00424	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OOFMHOMA_00425	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
OOFMHOMA_00426	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
OOFMHOMA_00427	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
OOFMHOMA_00428	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
OOFMHOMA_00429	CDS	276				hypothetical protein
OOFMHOMA_00430	CDS	633	rhtC_1		COG1280	Threonine efflux protein
OOFMHOMA_00431	tRNA	81				tRNA-Ser(gga)
OOFMHOMA_00432	CDS	816				hypothetical protein
OOFMHOMA_00433	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
OOFMHOMA_00434	CDS	957	lsrD_1			Autoinducer 2 import system permease protein LsrD
OOFMHOMA_00435	CDS	972	rbsC_1		COG1172	Ribose import permease protein RbsC
OOFMHOMA_00436	CDS	1485	fruK_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
OOFMHOMA_00437	CDS	987	lsrB_1			Autoinducer 2-binding protein LsrB
OOFMHOMA_00438	CDS	411				hypothetical protein
OOFMHOMA_00439	CDS	924				hypothetical protein
OOFMHOMA_00440	CDS	387				hypothetical protein
OOFMHOMA_00441	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
OOFMHOMA_00442	CDS	1419				hypothetical protein
OOFMHOMA_00443	CDS	1548	fdrA_1		COG0074	Protein FdrA
OOFMHOMA_00444	CDS	864				hypothetical protein
OOFMHOMA_00445	CDS	606				hypothetical protein
OOFMHOMA_00446	CDS	498				hypothetical protein
OOFMHOMA_00447	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
OOFMHOMA_00448	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
OOFMHOMA_00449	CDS	3984				hypothetical protein
OOFMHOMA_00450	CDS	2034	betT		COG1292	High-affinity choline transport protein
OOFMHOMA_00451	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
OOFMHOMA_00452	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
OOFMHOMA_00453	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
OOFMHOMA_00454	CDS	666				hypothetical protein
OOFMHOMA_00455	CDS	696	lutC		COG1556	Lactate utilization protein C
OOFMHOMA_00456	CDS	1428	lutB		COG1139	Lactate utilization protein B
OOFMHOMA_00457	CDS	720	lutA_1		COG0247	Lactate utilization protein A
OOFMHOMA_00458	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
OOFMHOMA_00459	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
OOFMHOMA_00460	CDS	594	rclC		COG3059	Inner membrane protein RclC
OOFMHOMA_00461	CDS	858	rob_2		COG2207	Right origin-binding protein
OOFMHOMA_00462	CDS	4254				hypothetical protein
OOFMHOMA_00463	CDS	102	ykgR			putative membrane protein YkgR
OOFMHOMA_00464	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
OOFMHOMA_00465	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
OOFMHOMA_00466	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
OOFMHOMA_00467	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
OOFMHOMA_00468	CDS	669	ecpB			putative fimbrial chaperone EcpB
OOFMHOMA_00469	CDS	2526	ecpC			putative outer membrane usher protein EcpC
OOFMHOMA_00470	CDS	1644	ecpD			Fimbria adhesin EcpD
OOFMHOMA_00471	CDS	711	ecpE			putative fimbrial chaperone EcpE
OOFMHOMA_00472	CDS	615	yagU_1		COG3477	Inner membrane protein YagU
OOFMHOMA_00473	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
OOFMHOMA_00474	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
OOFMHOMA_00475	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
OOFMHOMA_00476	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
OOFMHOMA_00477	CDS	411				hypothetical protein
OOFMHOMA_00478	CDS	96				hypothetical protein
OOFMHOMA_00479	CDS	981				hypothetical protein
OOFMHOMA_00480	CDS	984				hypothetical protein
OOFMHOMA_00481	CDS	528				hypothetical protein
OOFMHOMA_00482	CDS	273				hypothetical protein
OOFMHOMA_00483	CDS	168				hypothetical protein
OOFMHOMA_00484	CDS	324				hypothetical protein
OOFMHOMA_00485	CDS	1143				hypothetical protein
OOFMHOMA_00486	CDS	123				hypothetical protein
OOFMHOMA_00487	CDS	288				hypothetical protein
OOFMHOMA_00488	CDS	558	proQ_1			RNA chaperone ProQ
OOFMHOMA_00489	CDS	2133				hypothetical protein
OOFMHOMA_00490	CDS	291				hypothetical protein
OOFMHOMA_00491	CDS	201				hypothetical protein
OOFMHOMA_00492	CDS	366				hypothetical protein
OOFMHOMA_00493	CDS	348				hypothetical protein
OOFMHOMA_00494	CDS	306				hypothetical protein
OOFMHOMA_00495	CDS	801				hypothetical protein
OOFMHOMA_00496	CDS	198				hypothetical protein
OOFMHOMA_00497	CDS	798				hypothetical protein
OOFMHOMA_00498	CDS	1215	intS_1		COG0582	Prophage integrase IntS
OOFMHOMA_00499	CDS	1278	xerC_1			Tyrosine recombinase XerC
OOFMHOMA_00500	CDS	678				hypothetical protein
OOFMHOMA_00501	CDS	1842				hypothetical protein
OOFMHOMA_00502	CDS	198				hypothetical protein
OOFMHOMA_00503	CDS	1032				hypothetical protein
OOFMHOMA_00504	CDS	384				hypothetical protein
OOFMHOMA_00505	CDS	198				hypothetical protein
OOFMHOMA_00506	CDS	300				hypothetical protein
OOFMHOMA_00507	CDS	204				hypothetical protein
OOFMHOMA_00508	CDS	384				hypothetical protein
OOFMHOMA_00509	CDS	270				hypothetical protein
OOFMHOMA_00510	CDS	669				hypothetical protein
OOFMHOMA_00511	CDS	183				hypothetical protein
OOFMHOMA_00512	CDS	552	hin_1		COG1961	DNA-invertase hin
OOFMHOMA_00513	CDS	159				hypothetical protein
OOFMHOMA_00514	CDS	153				hypothetical protein
OOFMHOMA_00515	tRNA	76				tRNA-Thr(cgt)
OOFMHOMA_00516	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
OOFMHOMA_00517	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
OOFMHOMA_00518	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
OOFMHOMA_00519	CDS	402	crl			Sigma factor-binding protein Crl
OOFMHOMA_00520	CDS	1245				hypothetical protein
OOFMHOMA_00521	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
OOFMHOMA_00522	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
OOFMHOMA_00523	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
OOFMHOMA_00524	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
OOFMHOMA_00525	CDS	453	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
OOFMHOMA_00526	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
OOFMHOMA_00527	CDS	636	lafU		COG1360	Chemotaxis protein LafU
OOFMHOMA_00528	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
OOFMHOMA_00529	CDS	279				hypothetical protein
OOFMHOMA_00530	CDS	357				hypothetical protein
OOFMHOMA_00531	CDS	774				hypothetical protein
OOFMHOMA_00532	CDS	261	dinJ			Antitoxin DinJ
OOFMHOMA_00533	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
OOFMHOMA_00534	CDS	741				hypothetical protein
OOFMHOMA_00535	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
OOFMHOMA_00536	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
OOFMHOMA_00537	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
OOFMHOMA_00538	CDS	447	ivy			Inhibitor of vertebrate lysozyme
OOFMHOMA_00539	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
OOFMHOMA_00540	CDS	303				ISAs1 family transposase ISEc1
OOFMHOMA_00541	CDS	651	inaA			Protein InaA
OOFMHOMA_00542	CDS	255				hypothetical protein
OOFMHOMA_00543	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
OOFMHOMA_00544	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
OOFMHOMA_00545	CDS	3735	yfaL		COG3468	putative autotransporter YfaL
OOFMHOMA_00546	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
OOFMHOMA_00547	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
OOFMHOMA_00548	CDS	1689				hypothetical protein
OOFMHOMA_00549	CDS	624				hypothetical protein
OOFMHOMA_00550	CDS	4395				hypothetical protein
OOFMHOMA_00551	CDS	1650				hypothetical protein
OOFMHOMA_00552	CDS	777				hypothetical protein
OOFMHOMA_00553	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
OOFMHOMA_00554	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
OOFMHOMA_00555	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
OOFMHOMA_00556	CDS	1104	ompC			Outer membrane porin C
OOFMHOMA_00557	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
OOFMHOMA_00558	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
OOFMHOMA_00559	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
OOFMHOMA_00560	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
OOFMHOMA_00561	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
OOFMHOMA_00562	CDS	489	eco		COG4574	Ecotin
OOFMHOMA_00563	CDS	165				hypothetical protein
OOFMHOMA_00564	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
OOFMHOMA_00565	CDS	264	napD		COG3062	Chaperone NapD
OOFMHOMA_00566	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
OOFMHOMA_00567	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
OOFMHOMA_00568	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
OOFMHOMA_00569	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
OOFMHOMA_00570	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
OOFMHOMA_00571	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
OOFMHOMA_00572	CDS	663	ccmB		COG2386	Heme exporter protein B
OOFMHOMA_00573	CDS	738	ccmC		COG0755	Heme exporter protein C
OOFMHOMA_00574	CDS	210	ccmD		COG3114	Heme exporter protein D
OOFMHOMA_00575	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
OOFMHOMA_00576	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
OOFMHOMA_00577	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
OOFMHOMA_00578	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
OOFMHOMA_00579	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
OOFMHOMA_00580	CDS	2316				putative autotransporter
OOFMHOMA_00581	tRNA	77				tRNA-Pro(ggg)
OOFMHOMA_00582	CDS	1761	yejM		COG3083	Inner membrane protein YejM
OOFMHOMA_00583	CDS	228				hypothetical protein
OOFMHOMA_00584	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
OOFMHOMA_00585	CDS	285	rplY		COG1825	50S ribosomal protein L25
OOFMHOMA_00586	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
OOFMHOMA_00587	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
OOFMHOMA_00588	CDS	1191	bcr			Bicyclomycin resistance protein
OOFMHOMA_00589	CDS	345	yejG			putative protein YejG
OOFMHOMA_00590	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
OOFMHOMA_00591	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
OOFMHOMA_00592	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
OOFMHOMA_00593	CDS	1815				hypothetical protein
OOFMHOMA_00594	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
OOFMHOMA_00595	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OOFMHOMA_00596	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
OOFMHOMA_00597	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
OOFMHOMA_00598	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OOFMHOMA_00599	CDS	573	yeiP		COG0231	Elongation factor P-like protein
OOFMHOMA_00600	CDS	255				hypothetical protein
OOFMHOMA_00601	CDS	1182	setB			Sugar efflux transporter B
OOFMHOMA_00602	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
OOFMHOMA_00603	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
OOFMHOMA_00604	CDS	1692	fruA		COG1299	PTS system fructose-specific EIIB'BC component
OOFMHOMA_00605	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
OOFMHOMA_00606	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
OOFMHOMA_00607	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
OOFMHOMA_00608	CDS	699	yeiL		COG0664	Regulatory protein YeiL
OOFMHOMA_00609	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
OOFMHOMA_00610	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
OOFMHOMA_00611	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
OOFMHOMA_00612	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
OOFMHOMA_00613	CDS	1050				hypothetical protein
OOFMHOMA_00614	CDS	807	cysL		COG0583	HTH-type transcriptional regulator CysL
OOFMHOMA_00615	CDS	1470	lysP		COG0833	Lysine-specific permease
OOFMHOMA_00616	CDS	1992	cirA_1		COG4771	Colicin I receptor
OOFMHOMA_00617	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
OOFMHOMA_00618	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OOFMHOMA_00619	CDS	1158				hypothetical protein
OOFMHOMA_00620	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
OOFMHOMA_00621	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
OOFMHOMA_00622	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
OOFMHOMA_00623	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
OOFMHOMA_00624	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
OOFMHOMA_00625	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
OOFMHOMA_00626	CDS	240				hypothetical protein
OOFMHOMA_00627	CDS	720				hypothetical protein
OOFMHOMA_00628	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
OOFMHOMA_00629	CDS	696	yohK		COG1346	Inner membrane protein YohK
OOFMHOMA_00630	CDS	399				hypothetical protein
OOFMHOMA_00631	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
OOFMHOMA_00632	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
OOFMHOMA_00633	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
OOFMHOMA_00634	CDS	579	yohD		COG0586	Inner membrane protein YohD
OOFMHOMA_00635	CDS	588	yohC			Inner membrane protein YohC
OOFMHOMA_00636	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
OOFMHOMA_00637	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
OOFMHOMA_00638	CDS	2298		3.2.1.-		Beta-xylosidase
OOFMHOMA_00639	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
OOFMHOMA_00640	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
OOFMHOMA_00641	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
